Transaction_ID,Customer_ID,Transaction_DateTime,Transaction_Type,Merchant_Category,Transaction_Amount,Account_Balance_Before,Account_Balance_After,Card_Present,Device_Type,Transaction_Country,Distance_From_Home_KM,Customer_Age,Customer_Gender,Customer_Tenure_Months,Previous_Fraud_Flags,Is_Fraud
TXN000531,CUST00164,2024-05-06 10:09:46,ATM Withdrawal,Groceries,206.89,5402.6,5195.71,Yes,Web Browser,Canada,1.0,67,Male,73,0,0
TXN000532,CUST00565,2024-05-06 11:37:16,POS Purchase,Utilities,526.76,1792.72,2271.72,Yes,POS Terminal,United States,0.6,29,Male,168,0,0
TXN000533,CUST00048,2024-05-06 11:46:37,POS Purchase,Restaurants,112.88,4243.1,4130.22,Yes,ATM Machine,United Kingdom,4.1,54,Male,105,0,0
TXN000534,CUST01501,2024-05-06 13:54:16,POS Purchase,Online Services,137.39,3757.23,3619.84,No,Mobile App,Germany,10.2,31,Male,110,0,0
TXN000535,CUST00389,2024-05-07 09:00:15,Online Purchase,Electronics,146.31,4327.5,4181.19,Yes,Web Browser,Australia,7.8,43,Male,35,0,0
TXN000536,CUST00295,2024-05-07 23:51:21,Online Purchase,Healthcare,346.6,1159.55,812.95,No,Web Browser,Australia,29.3,74,Female,82,0,0
TXN000537,CUST01341,2024-05-08 09:24:16,POS Purchase,Travel,120.64,1174.81,1054.17,Yes,Web Browser,India,7.7,70,Male,158,0,0
TXN000538,CUST00727,2024-05-08 12:56:34,Bank Transfer,Entertainment,144.54,1699.95,1555.41,N/A,POS Terminal,India,5.7,28,Female,99,0,0
TXN000539,CUST00365,2024-05-08 15:48:38,Bank Transfer,Groceries,77.05,5375.92,5298.87,N/A,Mobile App,United Kingdom,1.5,28,Male,58,0,0
TXN000540,CUST00298,2024-05-08 18:28:10,POS Purchase,Fuel,169.12,2592.87,2423.75,Yes,Web Browser,Canada,1.9,81,Female,86,0,0
TXN000541,CUST00944,2024-05-08 19:26:06,POS Purchase,Online Services,35.34,7407.32,7371.98,Yes,Web Browser,United States,10.6,63,Female,50,0,0
TXN000542,CUST00627,2024-05-08 20:41:59,POS Purchase,Utilities,46.76,1231.76,1185.0,Yes,Mobile App,Pakistan,1.2,79,Male,22,0,0
TXN000543,CUST00569,2024-05-09 06:50:49,Online Purchase,Fashion & Apparel,143.42,1915.02,1771.6,Yes,Mobile App,UAE,4.1,70,Female,16,0,0
TXN000544,CUST01466,2024-05-09 09:34:15,POS Purchase,Restaurants,1236.62,3287.92,2051.3,Yes,Web Browser,United Kingdom,2.4,66,Male,6,0,0
TXN000545,CUST00741,2024-05-09 19:01:25,Bill Payment,Groceries,48.39,7688.37,7639.98,N/A,Mobile App,Pakistan,10.0,18,Female,43,0,0
TXN000546,CUST01613,2024-05-09 20:48:50,POS Purchase,Entertainment,91.93,1195.58,1103.65,Yes,POS Terminal,United States,6.8,74,Female,72,0,0
TXN000547,CUST00029,2024-05-10 01:26:49,ATM Withdrawal,Electronics,159.01,3523.43,3364.42,No,Mobile App,Canada,80.9,20,Female,72,3,1
TXN000548,CUST01018,2024-05-10 15:49:48,ATM Withdrawal,Healthcare,745.85,634.26,-111.59,Yes,Mobile App,UAE,26.9,79,Male,36,0,0
TXN000549,CUST00366,2024-05-11 12:02:32,Online Purchase,Groceries,141.65,19133.89,18992.24,No,Web Browser,Australia,6.9,74,Male,31,0,0
TXN000550,CUST00627,2024-05-11 17:00:03,Wire Transfer,Entertainment,71.68,4862.64,4790.96,N/A,POS Terminal,India,23.1,63,Male,116,0,0
TXN000551,CUST00210,2024-05-11 19:36:10,ATM Withdrawal,Restaurants,65.02,2700.3,2635.28,Yes,Mobile App,United States,12.3,78,Male,149,0,0
TXN000552,CUST01011,2024-05-12 10:38:06,Bill Payment,Electronics,41.66,3355.05,3313.39,N/A,POS Terminal,Germany,6.4,23,Male,88,0,0
TXN000553,CUST00994,2024-05-12 14:05:33,Wire Transfer,Groceries,92.33,3835.15,3742.82,N/A,POS Terminal,United States,0.7,33,Male,91,0,0
TXN000554,CUST00034,2024-05-12 16:01:35,ATM Withdrawal,Home Improvement,4259.3,1281.04,-2978.26,Yes,Mobile App,Pakistan,95.1,82,Female,25,0,1
TXN000555,CUST00289,2024-05-12 19:22:59,POS Purchase,Travel,223.94,4326.76,4102.82,Yes,Web Browser,United States,17.6,58,Female,152,0,0
TXN000556,CUST00402,2024-05-12 20:50:36,ATM Withdrawal,Entertainment,202.82,7250.64,7047.82,Yes,ATM Machine,UAE,5.2,21,Male,66,0,0
TXN000557,CUST01334,2024-05-13 06:33:18,Bank Transfer,Restaurants,252.52,2694.98,2442.46,N/A,Mobile App,UAE,14.3,76,Female,113,0,0
TXN000558,CUST00948,2024-05-13 15:34:37,Online Purchase,Restaurants,244.19,540.76,296.57,Yes,Web Browser,Germany,21.2,78,Female,156,0,0
TXN000559,CUST01617,2024-05-13 23:46:45,POS Purchase,Healthcare,187.25,2079.86,1892.61,No,Web Browser,Canada,22.6,29,Female,96,0,0
TXN000560,CUST00141,2024-05-14 07:50:26,Online Purchase,Entertainment,39.77,1257.91,1218.14,No,POS Terminal,United Kingdom,20.8,76,Male,141,0,0
TXN000561,CUST00533,2024-05-14 19:23:59,Wire Transfer,Online Services,31.69,14041.85,14010.16,N/A,POS Terminal,India,16.8,55,Female,177,0,0
TXN000562,CUST00037,2024-05-14 20:01:34,Online Purchase,Fashion & Apparel,84.28,6250.44,6166.16,No,Mobile App,United Kingdom,29.6,84,Male,140,0,0
TXN000563,CUST00031,2024-05-14 21:11:36,Bank Transfer,Groceries,302.69,9199.7,8897.01,N/A,POS Terminal,India,22.6,77,Female,14,0,0
TXN000564,CUST01172,2024-05-15 07:28:59,Online Purchase,Utilities,27.73,328.69,300.96,Yes,Mobile App,United Kingdom,5.4,34,Female,117,0,0
TXN000565,CUST01069,2024-05-15 08:36:54,Bank Transfer,Online Services,393.59,752.0,358.41,N/A,Mobile App,United Kingdom,11.7,40,Female,68,0,0
TXN000566,CUST00239,2024-05-15 10:31:41,POS Purchase,Fashion & Apparel,17.8,4000.59,3982.79,Yes,POS Terminal,India,38.0,65,Male,98,0,0
TXN000567,CUST01568,2024-05-15 14:19:01,POS Purchase,Fashion & Apparel,373.18,1283.67,910.49,Yes,Mobile App,United Kingdom,11.4,77,Other,148,0,0
TXN000568,CUST00913,2024-05-15 19:36:13,Online Purchase,Entertainment,-30.75,8777.99,8747.24,No,Mobile App,United Kingdom,8.2,18,Male,93,0,0
TXN000569,CUST00743,2024-05-16 18:48:25,Online Purchase,Groceries,18.7,26570.62,26551.92,Yes,Mobile App,United Kingdom,1.7,78,Female,108,0,0
TXN000570,CUST00918,2024-05-17 08:19:55,POS Purchase,Groceries,153.39,2496.64,2343.25,No,ATM Machine,India,32.8,33,Female,57,1,0
TXN000571,CUST01396,2024-05-17 12:46:54,Online Purchase,Fuel,48.95,597.61,548.66,Yes,Web Browser,Canada,11.4,26,Female,94,0,0
TXN000572,CUST00005,2024-05-18 03:58:46,POS Purchase,Groceries,454.73,7009.48,7486.48,No,Web Browser,United States,89.7,62,Female,26,0,1
TXN000573,CUST00693,2024-05-18 08:41:43,POS Purchase,Groceries,381.79,7667.7,7285.91,Yes,Mobile App,Canada,12.7,59,Male,172,0,0
TXN000574,CUST00354,2024-05-18 15:55:10,Online Purchase,Fashion & Apparel,89.65,6070.07,5980.42,Yes,Mobile App,Australia,18.2,47,Male,30,0,0
TXN000575,CUST00413,2024-05-19 10:00:59,Wire Transfer,Fashion & Apparel,66.12,7582.88,7516.76,N/A,Mobile App,India,0.1,42,Female,39,0,0
TXN000576,CUST01213,2024-05-19 10:29:58,POS Purchase,Utilities,119.53,1408.51,1288.98,No,Mobile App,United States,34.4,34,Male,142,0,0
TXN000577,CUST00446,2024-05-19 16:46:10,Bill Payment,Electronics,521.1,1918.81,1397.71,N/A,Mobile App,Pakistan,15.9,36,Male,10,0,0
TXN000578,CUST00053,2024-05-19 18:50:38,Online Purchase,Healthcare,66.32,5842.29,5775.97,Yes,Mobile App,UAE,15.7,22,Other,116,0,0
TXN000579,CUST01188,2024-05-21 09:47:17,POS Purchase,Home Improvement,213.34,840.7,627.36,Yes,Mobile App,United Kingdom,14.2,76,Male,123,0,0
TXN000580,CUST00622,2024-05-21 10:25:56,Bill Payment,Fuel,131.68,4857.32,4725.64,N/A,Mobile App,United States,8.7,39,Male,5,0,0
TXN000581,CUST00533,2024-05-21 16:43:13,ATM Withdrawal,Jewelry & Luxury,39.87,12744.99,12705.12,No,Web Browser,Australia,10.3,27,Female,30,0,0
TXN000582,CUST01644,2024-05-21 18:29:48,Wire Transfer,Fashion & Apparel,38.92,784.75,745.83,N/A,ATM Machine,Canada,12.3,82,Male,64,0,0
TXN000583,CUST00027,2024-05-22 19:04:28,POS Purchase,Entertainment,107.15,1406.42,1299.27,Yes,Mobile App,Germany,1.0,76,Female,105,0,0
TXN000584,CUST00904,2024-05-22 20:03:03,ATM Withdrawal,Online Services,134.72,2400.16,2265.44,No,Mobile App,Canada,3.4,21,Male,74,0,0
TXN000585,CUST00272,2024-05-23 16:57:09,POS Purchase,Utilities,53.18,1972.64,1919.46,No,Mobile App,Pakistan,,41,Female,53,0,0
TXN000586,CUST01050,2024-05-24 09:20:46,Online Purchase,Online Services,288.76,10810.09,10521.33,Yes,Web Browser,Australia,6.5,63,Female,87,0,0
TXN000587,CUST00303,2024-05-24 11:40:57,Online Purchase,Restaurants,143.44,1043.67,900.23,Yes,Web Browser,Australia,2.9,74,Male,18,0,0
TXN000588,CUST01455,2024-05-24 13:36:20,Bank Transfer,Healthcare,324.46,2072.28,1747.82,N/A,Web Browser,United States,2.0,25,Female,104,0,0
TXN000589,CUST01304,2024-05-24 13:50:24,Bank Transfer,Online Services,182.6,6775.38,6592.78,N/A,Web Browser,United Kingdom,23.6,50,Female,127,0,0
TXN000590,CUST01708,2024-05-24 16:47:04,Bill Payment,Utilities,238.18,1181.77,943.59,N/A,Mobile App,United Kingdom,18.8,55,Female,27,0,0
TXN000591,CUST01542,2024-05-24 19:55:59,Online Purchase,Travel,94.96,12054.73,11959.77,No,POS Terminal,Germany,19.6,63,Female,57,0,0
TXN000592,CUST01182,2024-05-25 10:57:53,ATM Withdrawal,Healthcare,270.19,573.96,303.77,Yes,Web Browser,United Kingdom,11.5,70,Female,112,0,0
TXN000593,CUST00255,2024-05-25 12:04:13,Bank Transfer,Online Services,124.29,9678.53,9554.24,N/A,ATM Machine,Pakistan,9.5,58,Male,14,0,0
TXN000594,CUST00125,2024-05-25 16:21:22,Online Purchase,Groceries,277.63,893.46,615.83,No,Mobile App,United Kingdom,22.3,22,Female,38,0,0
TXN000595,CUST01476,2024-05-25 16:39:21,Wire Transfer,Utilities,129.39,8669.82,8540.43,N/A,Web Browser,Pakistan,29.0,37,Male,164,0,0
TXN000596,CUST01526,2024-05-25 19:14:33,Online Purchase,Fuel,194.87,11995.63,11800.76,Yes,Web Browser,United Kingdom,0.9,23,Female,115,0,0
TXN000597,CUST01310,2024-05-25 19:39:48,Online Purchase,Fashion & Apparel,191.65,5695.46,5924.46,No,Web Browser,Germany,7.1,74,Female,165,0,0
TXN000598,CUST00661,2024-05-25 22:04:52,POS Purchase,Utilities,23.95,6573.88,6549.93,Yes,Web Browser,Germany,6.7,63,Male,73,0,0
TXN000599,CUST00819,2024-05-26 11:31:47,POS Purchase,Restaurants,91.74,10758.06,10666.32,No,Mobile App,United Kingdom,19.3,66,Female,166,0,0
TXN000600,CUST01431,2024-05-26 12:19:55,Online Purchase,Fashion & Apparel,52.49,6152.84,6100.35,No,Web Browser,United Kingdom,3.3,51,Female,151,0,0
TXN000601,CUST01016,2024-05-26 14:56:10,Online Purchase,Healthcare,21.88,2587.03,2565.15,Yes,Web Browser,India,11.4,62,Male,68,0,0
TXN000602,CUST01702,2024-05-26 20:18:17,POS Purchase,Groceries,23.46,1665.94,1642.48,No,POS Terminal,United Kingdom,8.4,28,Male,26,0,0
TXN000603,CUST01388,2024-05-26 23:32:32,Online Purchase,Healthcare,96.72,25396.8,25681.8,No,Mobile App,UAE,13.8,33,Male,82,0,0
TXN000604,CUST00329,2024-05-27 08:53:18,ATM Withdrawal,Entertainment,171.23,10434.07,10262.84,Yes,Web Browser,United Kingdom,9.3,43,Female,100,0,0
TXN000605,CUST00430,2024-05-27 10:52:21,ATM Withdrawal,Groceries,-124.33,2671.84,2547.51,No,Mobile App,UAE,17.0,35,Male,100,0,0
TXN000606,CUST00348,2024-05-27 13:27:38,Online Purchase,Groceries,70.53,1342.66,1272.13,Yes,POS Terminal,Canada,5.2,80,Female,94,0,0
TXN000607,CUST00100,2024-05-27 22:51:09,Bill Payment,Fuel,73.14,5587.85,5514.71,N/A,POS Terminal,India,3.9,21,Male,78,0,0
TXN000608,CUST01717,2024-05-28 06:31:23,Online Purchase,Groceries,149.23,5810.53,5661.3,No,Mobile App,United Kingdom,13.0,85,Female,13,0,0
TXN000609,CUST01033,2024-05-28 08:27:44,Online Purchase,Online Services,175.14,4106.74,4325.74,Yes,Web Browser,Canada,24.0,64,Male,48,0,0
TXN000610,CUST00932,2024-05-28 17:37:32,Bank Transfer,Restaurants,98.21,14496.66,14398.45,N/A,Mobile App,United Kingdom,15.4,41,Female,61,0,0
TXN000611,CUST00033,2024-05-28 21:28:37,Online Purchase,Travel,25000.0,3842.09,-21157.91,No,Web Browser,United States,109.1,46,Male,19,0,1
TXN000612,CUST00363,2024-05-29 18:29:57,Bank Transfer,Restaurants,141.13,5515.0,5373.87,N/A,POS Terminal,United Kingdom,25.5,32,Male,174,0,0
TXN000613,CUST00600,2024-05-29 19:20:54,POS Purchase,Groceries,348.32,2663.45,2315.13,No,POS Terminal,United Kingdom,2.0,53,Female,109,0,0
TXN000614,CUST00400,2024-05-29 19:46:11,Bill Payment,Fuel,90.91,13373.65,13282.74,N/A,POS Terminal,United States,3.2,19,Female,58,0,0
TXN000615,CUST01126,2024-05-29 20:19:51,POS Purchase,Groceries,67.0,660.78,1026.78,Yes,Web Browser,United Kingdom,14.4,82,Male,76,0,0
TXN000616,CUST00020,2024-05-29 22:28:12,POS Purchase,Groceries,155.42,172.96,523.96,Yes,Web Browser,United Kingdom,1.2,31,Other,101,0,0
TXN000617,CUST00005,2024-05-30 10:39:19,Bill Payment,Fuel,166.51,2099.78,1933.27,N/A,Web Browser,Pakistan,12.0,64,Male,64,0,0
TXN000618,CUST01406,2024-05-30 16:35:35,Online Purchase,Electronics,21.57,23890.33,24251.33,Yes,Mobile App,Pakistan,8.1,75,Female,165,0,0
TXN000619,CUST00334,2024-05-30 16:51:15,Bank Transfer,Groceries,47.76,2349.36,2301.6,N/A,POS Terminal,Germany,20.2,84,Male,1,0,0
TXN000620,CUST01487,2024-05-30 20:48:39,Online Purchase,Groceries,97.0,1772.07,1675.07,No,Mobile App,Canada,20.2,45,Female,108,0,0
TXN000621,CUST00280,2024-05-30 21:01:44,Online Purchase,Fashion & Apparel,46.61,6353.29,6306.68,Yes,Mobile App,UAE,18.3,80,Other,80,0,0
TXN000622,CUST00719,2024-05-31 08:08:07,POS Purchase,Restaurants,108.14,1454.71,1346.57,No,ATM Machine,United States,3.7,60,Female,11,1,0
TXN000623,CUST00128,2024-05-31 12:53:56,Bill Payment,Online Services,111.62,8067.8,7956.18,N/A,Web Browser,United Kingdom,34.1,42,Male,14,0,0
TXN000624,CUST00239,2024-05-31 14:37:31,ATM Withdrawal,Restaurants,548.66,1556.1,1007.44,Yes,POS Terminal,Canada,1.8,36,Female,166,0,0
TXN000625,CUST00562,2024-05-31 19:58:54,Wire Transfer,Travel,157.59,4906.76,4749.17,N/A,POS Terminal,United Kingdom,20.8,25,Female,46,0,0
TXN000626,CUST01607,2024-06-01 09:56:36,Bill Payment,Fashion & Apparel,482.88,2494.06,2011.18,N/A,POS Terminal,United States,5.5,73,Female,104,0,0
TXN000627,CUST01476,2024-06-01 10:03:00,ATM Withdrawal,Restaurants,30.5,2463.52,2433.02,No,ATM Machine,United Kingdom,0.1,25,Male,24,0,0
TXN000628,CUST01699,2024-06-01 11:52:04,POS Purchase,Restaurants,370.66,6728.9,6358.24,No,Web Browser,Canada,12.9,72,Male,127,0,0
TXN000629,CUST00985,2024-06-01 13:41:39,POS Purchase,Fashion & Apparel,156.54,2926.01,3239.01,Yes,Mobile App,Germany,5.3,61,Female,96,0,0
TXN000630,CUST00309,2024-06-01 16:20:43,Wire Transfer,Fuel,52.82,2956.36,2903.54,N/A,Mobile App,United Kingdom,6.6,82,Other,133,0,0
TXN000631,CUST01363,2024-06-01 18:15:48,POS Purchase,Entertainment,78.06,14789.12,14711.06,No,POS Terminal,Canada,28.7,49,Male,38,0,0
TXN000632,CUST00195,2024-06-01 18:49:59,POS Purchase,Groceries,15.87,6367.38,6351.51,No,Web Browser,United Kingdom,7.6,55,Male,165,1,0
TXN000633,CUST00276,2024-06-01 20:28:40,POS Purchase,Utilities,81.47,3403.72,3322.25,Yes,Web Browser,United Kingdom,0.1,51,Male,133,0,0
TXN000634,CUST01527,2024-06-01 22:49:57,Bank Transfer,Groceries,169.34,2449.54,2280.2,N/A,ATM Machine,United Kingdom,11.0,58,Female,162,0,0
TXN000635,CUST00957,2024-06-02 10:47:02,Online Purchase,Groceries,619.23,793.33,174.1,Yes,Mobile App,Germany,21.4,32,Female,127,0,0
TXN000636,CUST01177,2024-06-02 11:22:55,Bank Transfer,Travel,277.12,6681.65,6404.53,N/A,Mobile App,United Kingdom,4.8,57,Male,108,0,0
TXN000637,CUST01240,2024-06-02 19:02:54,Bill Payment,Fuel,52.6,4215.4,4162.8,N/A,Mobile App,Germany,5.5,36,Male,124,0,0
TXN000638,CUST00762,2024-06-02 19:39:01,Online Purchase,Jewelry & Luxury,81.15,6643.44,6562.29,No,POS Terminal,UAE,41.8,80,Male,114,0,0
TXN000639,CUST00045,2024-06-02 19:50:13,Wire Transfer,Online Services,357.41,886.19,528.78,N/A,ATM Machine,United Kingdom,35.7,57,Female,124,0,0
TXN000640,CUST00951,2024-06-02 20:55:56,Online Purchase,Travel,133.4,5891.81,5758.41,No,Web Browser,UAE,23.9,38,Female,80,0,0
TXN000641,CUST00021,2024-06-02 23:31:38,Bank Transfer,Restaurants,689.93,422.33,-267.6,N/A,ATM Machine,Germany,250.0,48,Female,90,1,1
TXN000642,CUST01276,2024-06-02 23:50:09,Bank Transfer,Online Services,193.66,3476.9,3283.24,N/A,Web Browser,UAE,24.0,84,Male,26,0,0
TXN000643,CUST00649,2024-06-03 09:41:15,Bill Payment,Entertainment,121.27,2786.81,2665.54,N/A,Web Browser,UAE,5.1,46,Male,114,0,0
TXN000644,CUST01406,2024-06-03 16:14:21,Bank Transfer,Groceries,26.96,2744.65,2717.69,N/A,Mobile App,United Kingdom,1.4,42,Female,161,0,0
TXN000645,CUST00638,2024-06-03 18:06:57,POS Purchase,Restaurants,276.1,12865.13,12589.03,No,POS Terminal,United States,18.2,59,Male,59,0,0
TXN000646,CUST00976,2024-06-03 18:10:08,Wire Transfer,Entertainment,490.6,7229.12,6738.52,N/A,POS Terminal,United States,18.9,51,Female,114,0,0
TXN000647,CUST00849,2024-06-04 15:13:02,Wire Transfer,Travel,382.62,5346.37,4963.75,N/A,POS Terminal,United States,5.4,55,Male,23,0,0
TXN000648,CUST01140,2024-06-04 18:18:10,ATM Withdrawal,Entertainment,534.23,1876.77,1342.54,No,POS Terminal,United Kingdom,20.0,21,Male,44,0,0
TXN000649,CUST00536,2024-06-04 19:10:17,ATM Withdrawal,Jewelry & Luxury,120.46,1840.9,1720.44,No,Mobile App,United Kingdom,12.0,24,Female,20,0,0
TXN000650,CUST00220,2024-06-04 19:53:20,Online Purchase,Groceries,216.91,5931.47,5714.56,Yes,POS Terminal,United Kingdom,29.0,69,Female,127,1,0
TXN000651,CUST01255,2024-06-05 17:57:39,POS Purchase,Groceries,49.27,8049.05,7999.78,No,Mobile App,Canada,8.5,49,Male,159,0,0
TXN000652,CUST01195,2024-06-06 19:43:42,Bill Payment,Online Services,18.9,2053.05,2034.15,N/A,POS Terminal,United Kingdom,0.3,43,Male,104,0,0
TXN000653,CUST01330,2024-06-06 20:18:31,Online Purchase,Utilities,286.49,2420.39,2133.9,No,ATM Machine,UAE,8.7,67,Female,142,0,0
TXN000654,CUST01289,2024-06-07 06:18:13,Bank Transfer,Utilities,93.12,3922.28,3829.16,N/A,Mobile App,United Kingdom,8.8,27,Male,63,0,0
TXN000655,CUST00797,2024-06-07 12:43:48,Online Purchase,Home Improvement,145.74,2516.07,2370.33,No,Mobile App,United Kingdom,6.3,69,Female,58,0,0
TXN000656,CUST00317,2024-06-07 20:16:38,Online Purchase,Entertainment,128.07,13821.88,13693.81,Yes,ATM Machine,Pakistan,11.3,53,Female,11,0,0
TXN000657,CUST00712,2024-06-08 12:24:01,Wire Transfer,Fashion & Apparel,122.24,1244.84,1122.6,N/A,POS Terminal,United Kingdom,20.9,84,Female,91,0,0
TXN000658,CUST00858,2024-06-08 14:14:21,Online Purchase,Groceries,116.12,478.77,362.65,Yes,POS Terminal,United States,13.6,74,Other,26,0,0
TXN000659,CUST01065,2024-06-08 15:54:09,POS Purchase,Electronics,78.07,30543.78,30465.71,Yes,POS Terminal,United States,7.0,67,Female,137,0,0
TXN000660,CUST00792,2024-06-08 22:40:46,Online Purchase,Fashion & Apparel,168.01,11890.12,11722.11,No,Web Browser,Pakistan,4.6,44,Female,85,0,0
TXN000661,CUST01382,2024-06-09 12:43:41,POS Purchase,Utilities,497.03,2148.59,1651.56,No,POS Terminal,United Kingdom,24.6,24,Female,50,0,0
TXN000662,CUST01348,2024-06-09 13:03:04,POS Purchase,Electronics,195.52,5144.64,4949.12,No,Web Browser,Pakistan,8.9,84,Male,87,0,0
TXN000663,CUST00836,2024-06-09 17:10:18,POS Purchase,Online Services,82.4,669.4,587.0,No,POS Terminal,United Kingdom,29.4,52,Male,36,1,0
TXN000664,CUST00146,2024-06-09 20:01:40,ATM Withdrawal,Online Services,153.74,2108.77,1955.03,Yes,POS Terminal,United Kingdom,10.9,19,Female,87,0,0
TXN000665,CUST00030,2024-06-10 06:41:05,ATM Withdrawal,Travel,8697.52,1149.63,-7547.89,Yes,Web Browser,UAE,374.4,33,Female,92,2,1
TXN000666,CUST01263,2024-06-10 14:21:32,POS Purchase,Electronics,113.26,10263.38,10150.12,Yes,Web Browser,Canada,0.9,77,Male,29,0,0
TXN000667,CUST00541,2024-06-10 16:57:16,POS Purchase,Online Services,61.89,1400.62,1338.73,Yes,Web Browser,United States,0.8,80,Male,107,1,0
TXN000668,CUST00787,2024-06-11 04:28:56,Bank Transfer,Utilities,38.23,5810.8,5772.57,N/A,Web Browser,Canada,16.9,50,Female,10,0,0
TXN000669,CUST01143,2024-06-11 15:55:18,Online Purchase,Healthcare,119.83,3184.08,3064.25,No,POS Terminal,Germany,20.1,53,Female,72,1,0
TXN000670,CUST00441,2024-06-11 17:08:56,POS Purchase,Restaurants,336.21,4176.48,3840.27,No,Mobile App,Australia,1.9,41,Female,74,0,0
TXN000671,CUST00069,2024-06-11 18:17:10,Online Purchase,Entertainment,267.55,1998.45,1730.9,Yes,Mobile App,United Kingdom,2.7,38,Male,152,0,0
TXN000672,CUST00751,2024-06-11 19:14:52,ATM Withdrawal,Travel,169.16,11857.9,11688.74,No,ATM Machine,UAE,8.8,51,Female,50,0,0
TXN000673,CUST00009,2024-06-12 09:31:54,Wire Transfer,Online Services,928.01,11800.02,10872.01,N/A,Mobile App,United States,489.2,57,Other,60,0,1
TXN000674,CUST00540,2024-06-12 10:58:42,Wire Transfer,Restaurants,78.54,8331.01,8252.47,N/A,Mobile App,UAE,17.2,36,Female,116,0,0
TXN000675,CUST00885,2024-06-12 16:16:27,POS Purchase,Entertainment,132.95,9230.85,9097.9,Yes,Mobile App,United States,2.7,30,Female,63,0,0
TXN000676,CUST00795,2024-06-12 17:17:46,POS Purchase,Restaurants,200.07,2152.76,1952.69,No,Mobile App,UAE,3.6,29,Female,156,0,0
TXN000677,CUST01279,2024-06-12 17:27:16,Bill Payment,Groceries,46.83,2780.92,2734.09,N/A,ATM Machine,Australia,0.0,39,Male,138,0,0
TXN000678,CUST01610,2024-06-12 19:54:59,POS Purchase,Electronics,90.66,25278.33,25187.67,Yes,POS Terminal,Australia,5.5,36,Male,63,0,0
TXN000679,CUST00880,2024-06-13 15:26:38,Bank Transfer,Groceries,51.04,3992.47,3941.43,N/A,ATM Machine,United Kingdom,13.9,22,Male,162,0,0
TXN000680,CUST01379,2024-06-13 15:47:06,ATM Withdrawal,Groceries,136.55,17730.87,17594.32,No,POS Terminal,UAE,10.2,60,Female,152,0,0
TXN000681,CUST01595,2024-06-14 02:50:50,Bill Payment,Travel,108.88,5645.03,5536.15,N/A,POS Terminal,United States,7.5,76,Male,36,0,0
TXN000682,CUST00554,2024-06-14 06:09:31,Bank Transfer,Fashion & Apparel,176.47,20201.58,20025.11,N/A,Mobile App,United States,8.1,75,Male,158,0,0
TXN000683,CUST00586,2024-06-14 06:50:13,ATM Withdrawal,Fashion & Apparel,34.25,6750.97,6716.72,Yes,POS Terminal,United States,7.2,35,Male,111,0,0
TXN000684,CUST01220,2024-06-14 11:20:08,POS Purchase,Electronics,108.53,2431.17,2322.64,Yes,Mobile App,Germany,19.6,62,Female,69,0,0
TXN000685,CUST00835,2024-06-14 13:12:27,POS Purchase,Utilities,365.85,6375.44,6009.59,Yes,Web Browser,United States,,27,Female,50,0,0
TXN000686,CUST00843,2024-06-14 16:46:02,Online Purchase,Electronics,82.09,1242.69,1160.6,Yes,Web Browser,Pakistan,4.6,25,Male,72,0,0
TXN000687,CUST00202,2024-06-15 01:14:59,Bank Transfer,Groceries,62.02,13702.88,13640.86,N/A,POS Terminal,UAE,5.2,36,Male,174,0,0
TXN000688,CUST00259,2024-06-15 10:06:14,Bill Payment,Utilities,125.5,4853.4,4727.9,N/A,Web Browser,United Kingdom,4.6,85,Female,140,1,0
TXN000689,CUST01169,2024-06-15 13:14:08,Online Purchase,Travel,348.62,1671.45,1322.83,Yes,Mobile App,UAE,9.3,58,Male,69,0,0
TXN000690,CUST01666,2024-06-15 23:04:32,Online Purchase,Groceries,612.91,2436.2,1823.29,Yes,ATM Machine,United Kingdom,0.3,48,Female,114,0,0
TXN000691,CUST00980,2024-06-16 08:41:34,Online Purchase,Electronics,52.27,2340.5,2288.23,Yes,Mobile App,United Kingdom,10.9,76,Male,116,0,0
TXN000692,CUST00126,2024-06-16 16:56:23,Bank Transfer,Restaurants,136.79,1405.83,1269.04,N/A,Mobile App,India,2.2,19,Male,37,0,0
TXN000693,CUST00094,2024-06-16 18:19:40,Bill Payment,Restaurants,90.98,3271.43,3180.45,N/A,Mobile App,Pakistan,14.3,62,Male,70,0,0
TXN000694,CUST00246,2024-06-17 14:16:46,Online Purchase,Entertainment,172.18,886.73,714.55,Yes,Web Browser,Germany,0.3,64,Male,134,0,0
TXN000695,CUST01157,2024-06-17 23:57:27,Bank Transfer,Electronics,141.62,4129.68,3988.06,N/A,Web Browser,Germany,6.3,85,Male,165,0,0
TXN000696,CUST01335,2024-06-18 16:59:16,Bank Transfer,Restaurants,172.81,1847.37,1674.56,N/A,POS Terminal,United Kingdom,11.2,42,Male,17,0,0
TXN000697,CUST00228,2024-06-19 09:09:06,Online Purchase,Restaurants,230.57,1949.98,1719.41,No,Mobile App,Canada,14.0,25,Male,6,0,0
TXN000698,CUST01064,2024-06-19 11:27:46,Online Purchase,Groceries,83.5,2874.92,3127.92,No,POS Terminal,United States,25.2,58,Male,172,0,0
TXN000699,CUST00380,2024-06-19 17:07:12,POS Purchase,Home Improvement,96.29,1587.41,1491.12,No,ATM Machine,United States,9.3,84,Female,116,0,0
