Transaction_ID,Customer_ID,Transaction_DateTime,Transaction_Type,Merchant_Category,Transaction_Amount,Account_Balance_Before,Account_Balance_After,Card_Present,Device_Type,Transaction_Country,Distance_From_Home_KM,Customer_Age,Customer_Gender,Customer_Tenure_Months,Previous_Fraud_Flags,Is_Fraud,Age_Group,Transaction_Hour,Is_Weekend,Is_High_Risk_Hour,Balance_Depletion_Ratio,Amount_to_Balance_Ratio,Transaction_Risk_Score,Merchant_Volatility_Index
TXN000341,CUST01660,2024-03-20 14:35:48,ATM Withdrawal,Utilities,65.25,7071.53,7006.28,Yes,Web Browser,UAE,20.1,18,Male,10,0,0,18-25,14,0,0,0.009227140378390532,0.009227140378390532,0,128.47
TXN000342,CUST00637,2024-03-20 19:33:37,Online Purchase,Online Services,226.18,14681.5,14455.32,Yes,Mobile App,Canada,3.9,57,Female,46,0,0,56-65,19,0,0,0.015405782787862296,0.015405782787862277,0,146.23
TXN000343,CUST00112,2024-03-20 21:15:28,Wire Transfer,Electronics,142.69,1373.56,1230.87,,Web Browser,Germany,7.1,26,Female,3,0,0,26-35,21,0,0,0.1038833396429716,0.10388333964297156,0,132.66
TXN000344,CUST01468,2024-03-21 16:03:46,Online Purchase,Fashion & Apparel,92.69,1110.97,1607.97,Yes,POS Terminal,United Kingdom,9.6,37,Female,158,0,0,36-45,16,0,0,-0.44735681431541807,0.08343159581266821,0,144.15
TXN000345,CUST00954,2024-03-21 17:11:59,Bank Transfer,Fuel,186.1,1326.24,1140.14,,Mobile App,United Kingdom,10.9,25,Male,55,0,0,18-25,17,0,0,0.14032151043551688,0.14032151043551694,0,147.4
TXN000346,CUST00153,2024-03-22 02:06:16,POS Purchase,Travel,91.54,4214.18,4122.64,Yes,POS Terminal,United Kingdom,7.4,58,Male,8,0,0,56-65,2,0,1,0.021721900820562946,0.021721900820562957,25,483.02
TXN000347,CUST01076,2024-03-22 07:20:03,Wire Transfer,Travel,56.86,9672.35,9615.49,,ATM Machine,United States,10.0,48,Male,144,0,0,46-55,7,0,0,0.005878612746643843,0.005878612746643783,0,483.02
TXN000348,CUST01436,2024-03-22 09:47:47,Bill Payment,Groceries,31.21,1578.54,1547.33,,POS Terminal,Germany,20.3,75,Female,42,0,0,66+,9,0,0,0.019771434363399114,0.019771434363399093,0,130.62
TXN000349,CUST00366,2024-03-22 12:09:02,Online Purchase,Travel,61.84,1055.33,993.49,Yes,POS Terminal,United States,5.5,46,Male,68,0,0,46-55,12,0,0,0.058597784579231066,0.05859778457923115,0,483.02
TXN000350,CUST00794,2024-03-22 13:44:42,POS Purchase,Jewelry & Luxury,48.23,1705.94,1733.94,Yes,ATM Machine,United Kingdom,0.9,66,Female,116,0,0,66+,13,0,0,-0.01641323844918344,0.028271803228718476,0,145.81
TXN000351,CUST00389,2024-03-22 13:56:00,Bank Transfer,Utilities,132.35,22829.42,22697.07,,POS Terminal,India,6.9,68,Female,100,0,0,66+,13,0,0,0.005797343953547596,0.005797343953547659,0,128.47
TXN000352,CUST00177,2024-03-22 14:48:40,POS Purchase,Healthcare,246.16,8253.96,8007.8,Yes,Mobile App,UAE,5.8,31,Female,60,0,0,26-35,14,0,0,0.029823260592491237,0.029823260592491366,0,103.71
TXN000353,CUST01657,2024-03-22 20:00:27,Online Purchase,Restaurants,51.16,12880.02,12828.86,Yes,Mobile App,UAE,8.2,42,Male,114,1,0,36-45,20,0,0,0.003972043521671539,0.0039720435216715495,15,139.48
TXN000354,CUST01653,2024-03-23 11:09:24,Bill Payment,Restaurants,119.41,3237.19,3117.78,,Mobile App,Australia,0.7,44,Female,148,0,0,36-45,11,1,0,0.03688692971373316,0.0368869297137332,0,139.48
TXN000355,CUST00680,2024-03-23 11:33:54,Online Purchase,Groceries,155.51,3892.91,3737.4,No,Web Browser,United Kingdom,10.5,53,Male,141,0,0,46-55,11,1,0,0.039946980536411006,0.03994698053641106,0,130.62
TXN000356,CUST01012,2024-03-23 11:34:43,Online Purchase,Entertainment,51.0,1758.32,1707.32,No,POS Terminal,UAE,24.2,60,Female,166,0,0,56-65,11,1,0,0.02900495927931207,0.02900495927931207,0,166.95
TXN000357,CUST00867,2024-03-25 14:18:26,Bill Payment,Entertainment,447.35,1434.68,987.33,,Web Browser,United Kingdom,9.3,42,Male,85,1,0,36-45,14,0,0,0.31181169319987734,0.31181169319987734,15,166.95
TXN000358,CUST01359,2024-03-25 14:24:52,POS Purchase,Utilities,121.47,1057.57,936.1,No,ATM Machine,Pakistan,23.0,52,Male,113,0,0,46-55,14,0,0,0.11485764535680845,0.11485764535680854,30,128.47
TXN000359,CUST00034,2024-03-25 15:28:46,Bill Payment,Online Services,311.77,5211.74,4899.97,,ATM Machine,UAE,579.0,38,Female,34,0,1,36-45,15,0,0,0.05982071246838859,0.05982071246838867,20,146.23
TXN000360,CUST01039,2024-03-25 16:21:13,POS Purchase,Online Services,152.42,1771.83,1619.41,Yes,Web Browser,United Kingdom,16.9,30,Male,7,0,0,26-35,16,0,0,0.08602405422642119,0.08602405422642127,0,146.23
TXN000361,CUST01715,2024-03-25 20:25:20,Online Purchase,Electronics,40.92,15905.23,15864.31,Yes,Mobile App,United States,9.5,41,Female,166,0,0,36-45,20,0,0,0.002572738652631875,0.00257273865263187,0,132.66
TXN000362,CUST00173,2024-03-26 08:58:39,POS Purchase,Groceries,106.44,697.94,591.5,No,Mobile App,United States,3.0,74,Female,44,0,0,66+,8,0,0,0.1525059460698628,0.15250594606986273,30,130.62
TXN000363,CUST00982,2024-03-26 10:58:32,POS Purchase,Online Services,284.85,1994.66,1709.81,No,ATM Machine,Australia,22.6,40,Male,16,0,0,36-45,10,0,0,0.1428062928017808,0.14280629280178075,30,146.23
TXN000364,CUST00025,2024-03-26 14:24:24,POS Purchase,Utilities,232.89,4523.2,4290.31,No,Mobile App,India,1.1,19,Other,122,0,0,18-25,14,0,0,0.05148788468340985,0.05148788468340997,30,128.47
TXN000365,CUST01686,2024-03-27 11:19:02,Wire Transfer,Healthcare,140.16,3270.83,3130.67,,Mobile App,UAE,12.6,67,Male,43,0,0,66+,11,0,0,0.0428515086384801,0.04285150863848014,0,103.71
TXN000366,CUST00229,2024-03-27 13:45:33,Bill Payment,Fuel,489.46,3026.46,2537.0,,Mobile App,United Kingdom,0.9,62,Male,167,0,0,56-65,13,0,0,0.16172690205718893,0.16172690205718893,0,147.4
TXN000367,CUST00328,2024-03-27 23:24:14,Online Purchase,Healthcare,236.68,42268.03,42031.35,No,Web Browser,Pakistan,16.7,46,Female,169,0,0,46-55,23,0,0,0.005599503927673002,0.005599503927672995,0,103.71
TXN000368,CUST00593,2024-03-29 11:17:17,POS Purchase,Online Services,125.97,6836.14,6710.17,No,POS Terminal,Pakistan,10.0,48,Female,163,0,0,46-55,11,0,0,0.018427065566240634,0.018427065566240595,30,146.23
TXN000369,CUST00196,2024-03-29 15:46:06,Bank Transfer,Entertainment,157.29,7023.96,6866.67,,POS Terminal,Germany,5.3,29,Female,43,0,0,26-35,15,0,0,0.022393350759400674,0.022393350759400677,0,166.95
TXN000370,CUST00421,2024-03-29 17:35:32,ATM Withdrawal,Electronics,141.59,2989.58,2847.99,No,Web Browser,United Kingdom,9.9,60,Female,136,0,0,56-65,17,0,0,0.04736116778945543,0.04736116778945538,30,132.66
TXN000371,CUST00276,2024-03-30 18:54:23,Online Purchase,Electronics,108.85,729.38,620.53,No,POS Terminal,Pakistan,37.3,29,Male,126,0,0,26-35,18,1,0,0.149236337711481,0.14923633771148098,0,132.66
TXN000372,CUST01513,2024-03-30 22:09:20,Online Purchase,Entertainment,146.88,754.35,607.47,Yes,ATM Machine,United States,72.5,84,Female,37,0,0,66+,22,1,0,0.19471067806721018,0.19471067806721018,0,166.95
TXN000373,CUST00062,2024-03-31 09:04:56,ATM Withdrawal,Groceries,42.65,3282.27,3239.62,Yes,Web Browser,United Kingdom,11.6,55,Female,95,0,0,46-55,9,1,0,0.012994055942990702,0.012994055942990674,0,130.62
TXN000374,CUST00724,2024-03-31 12:20:14,Online Purchase,Electronics,92.94,2057.29,1964.35,Yes,Web Browser,UAE,21.0,71,Female,60,0,0,66+,12,1,0,0.045175935332403334,0.04517593533240331,0,132.66
TXN000375,CUST01703,2024-03-31 14:04:12,Online Purchase,Travel,36.65,1874.73,1838.08,Yes,Mobile App,UAE,7.0,49,Female,116,0,0,46-55,14,1,0,0.01954948179204477,0.01954948179204472,0,483.02
TXN000376,CUST01569,2024-03-31 16:19:58,POS Purchase,Restaurants,208.87,1315.81,1106.94,No,POS Terminal,Pakistan,32.9,46,Female,2,0,0,46-55,16,1,0,0.15873872367591058,0.15873872367591066,30,139.48
TXN000377,CUST00094,2024-03-31 22:04:06,POS Purchase,Entertainment,54.29,2431.93,2864.93,Yes,Mobile App,Australia,2.7,26,Male,49,0,0,26-35,22,1,0,-0.17804788789151005,0.02232383333401866,0,166.95
TXN000378,CUST00219,2024-04-01 07:28:01,Online Purchase,Utilities,80.33,3034.75,2954.42,No,POS Terminal,United Kingdom,2.8,72,Female,96,0,0,66+,7,0,0,0.02647005519400278,0.0264700551940028,0,128.47
TXN000379,CUST00565,2024-04-01 08:34:54,ATM Withdrawal,Travel,167.48,4472.8,4305.32,Yes,Mobile App,United Kingdom,46.1,63,Male,137,0,0,56-65,8,0,0,0.037444106599892786,0.03744410659989268,0,483.02
TXN000380,CUST01358,2024-04-01 09:30:00,Online Purchase,Healthcare,52.55,15266.36,15213.81,No,POS Terminal,UAE,5.2,76,Female,21,0,0,66+,9,0,0,0.0034422088827985903,0.0034422088827985187,0,103.71
TXN000381,CUST01567,2024-04-01 12:28:24,Online Purchase,Groceries,79.53,1158.09,1078.56,Yes,POS Terminal,United Kingdom,14.5,25,Female,52,0,0,18-25,12,0,0,0.06867341916431363,0.06867341916431366,0,130.62
TXN000382,CUST01623,2024-04-01 13:54:01,ATM Withdrawal,Online Services,371.35,15157.25,14785.9,No,Mobile App,United States,11.5,61,Male,92,0,0,56-65,13,0,0,0.024499826815550338,0.024499826815550317,30,146.23
TXN000383,CUST01200,2024-04-01 16:37:07,POS Purchase,Groceries,196.98,66396.11,66199.13,Yes,Mobile App,United Kingdom,8.5,46,Male,136,0,0,46-55,16,0,0,0.002966740069561243,0.002966740069561304,0,130.62
TXN000384,CUST01486,2024-04-01 17:15:41,Bill Payment,Fuel,136.56,9996.41,9859.85,,Web Browser,United Kingdom,11.9,81,Female,72,0,0,66+,17,0,0,0.013660904264630952,0.013660904264631003,0,147.4
TXN000385,CUST01333,2024-04-02 10:25:17,Bill Payment,Travel,167.26,1129.23,961.97,,Web Browser,United Kingdom,49.8,59,Female,10,0,0,56-65,10,0,0,0.1481186295086032,0.1481186295086032,0,483.02
TXN000386,CUST00757,2024-04-02 10:43:59,Wire Transfer,Healthcare,16.26,1765.95,1749.69,,ATM Machine,United States,22.3,20,Male,122,1,0,18-25,10,0,0,0.00920750870636201,0.009207508706362015,15,103.71
TXN000387,CUST01479,2024-04-02 13:06:47,ATM Withdrawal,Jewelry & Luxury,118.51,14645.65,14527.14,No,Web Browser,Australia,35.0,19,Female,93,0,0,18-25,13,0,0,0.008091822486540386,0.008091822486540372,30,145.81
TXN000388,CUST00338,2024-04-02 16:10:03,POS Purchase,Electronics,10.17,1862.29,1852.12,No,POS Terminal,Canada,1.7,64,Female,151,0,0,56-65,16,0,0,0.005461018423553836,0.005461018423553797,30,132.66
TXN000389,CUST01271,2024-04-02 16:11:10,ATM Withdrawal,Groceries,27.4,2047.52,2020.12,Yes,Mobile App,United Kingdom,0.5,35,Other,89,0,0,26-35,16,0,0,0.013382042666249946,0.013382042666249901,0,130.62
TXN000390,CUST00898,2024-04-02 18:50:31,ATM Withdrawal,Home Improvement,49.87,505.65,455.78,Yes,Mobile App,United States,4.6,82,Other,11,0,0,66+,18,0,0,0.0986255314941165,0.09862553149411649,0,202.64
TXN000391,CUST00708,2024-04-03 03:21:01,ATM Withdrawal,Restaurants,46.7,2034.2,1987.5,No,POS Terminal,Germany,1.2,50,Male,166,0,0,46-55,3,0,1,0.022957427981516097,0.022957427981516076,55,139.48
TXN000392,CUST01121,2024-04-03 06:32:15,Bill Payment,Fashion & Apparel,74.42,7150.18,7075.76,,POS Terminal,Canada,15.4,58,Other,52,0,0,56-65,6,0,0,0.010408129585548905,0.010408129585548894,0,144.15
TXN000393,CUST00169,2024-04-03 09:32:11,Online Purchase,Utilities,158.23,1743.51,1585.28,No,Mobile App,United Kingdom,4.9,56,Female,168,0,0,56-65,9,0,0,0.09075370947112435,0.09075370947112434,0,128.47
TXN000394,CUST01611,2024-04-03 10:10:30,POS Purchase,Entertainment,137.87,3868.33,3922.33,Yes,Mobile App,United States,3.7,46,Male,102,0,0,46-55,10,0,0,-0.013959512244301805,0.03564070283559055,0,166.95
TXN000395,CUST00061,2024-04-03 16:58:28,Bank Transfer,Groceries,182.74,3109.98,2927.24,,POS Terminal,India,1.0,42,Male,59,0,0,36-45,16,0,0,0.05875922031652944,0.058759220316529366,0,130.62
TXN000396,CUST00290,2024-04-04 14:10:50,POS Purchase,Restaurants,612.36,18819.9,19018.9,Yes,Web Browser,Pakistan,8.1,37,Female,146,0,0,36-45,14,0,0,-0.010573913782751236,0.03253789871359571,0,139.48
TXN000397,CUST00939,2024-04-04 19:21:50,ATM Withdrawal,Travel,122.45,5649.7,5527.25,No,POS Terminal,UAE,0.6,40,Male,31,0,0,36-45,19,0,0,0.021673717188523255,0.021673717188523286,30,483.02
TXN000398,CUST00503,2024-04-05 15:15:48,POS Purchase,Home Improvement,434.9,2132.49,1697.59,No,Mobile App,Canada,13.7,36,Female,97,0,0,36-45,15,0,0,0.20393999502928498,0.20393999502928503,30,202.64
TXN000399,CUST01354,2024-04-05 16:54:02,Bank Transfer,Fuel,212.8,2686.14,2473.34,,POS Terminal,Canada,6.6,22,Female,28,0,0,18-25,16,0,0,0.07922148510502049,0.0792214851050206,0,147.4
TXN000400,CUST00462,2024-04-05 17:17:16,Online Purchase,Online Services,179.61,1972.79,1793.18,No,Mobile App,United Kingdom,10.0,63,Other,167,0,0,56-65,17,0,0,0.0910436488425022,0.09104364884250225,0,146.23
TXN000401,CUST01077,2024-04-05 19:32:31,Online Purchase,Electronics,140.56,3759.38,3618.82,No,POS Terminal,UAE,17.5,73,Male,157,0,0,66+,19,0,0,0.03738914395458824,0.037389143954588255,0,132.66
TXN000402,CUST01594,2024-04-05 20:50:26,Bank Transfer,Travel,213.78,7562.59,7348.81,,POS Terminal,Germany,1.0,32,Female,123,0,0,26-35,20,0,0,0.028268093338393294,0.02826809333839333,0,483.02
TXN000403,CUST00944,2024-04-05 21:19:40,Online Purchase,Healthcare,118.25,5763.11,5644.86,No,POS Terminal,United States,26.9,48,Female,146,0,0,46-55,21,0,0,0.020518435358686544,0.020518435358686544,0,103.71
TXN000404,CUST01672,2024-04-05 23:55:43,ATM Withdrawal,Fuel,282.27,3983.31,3701.04,No,Web Browser,United Kingdom,23.3,77,Female,176,0,0,66+,23,0,0,0.07086317660438178,0.07086317660438178,30,147.4
TXN000405,CUST01288,2024-04-06 08:17:51,Bill Payment,Fuel,82.75,4549.06,4466.31,,Mobile App,India,43.2,33,Female,35,0,0,26-35,8,1,0,0.018190571238893307,0.018190571238893307,0,147.4
TXN000406,CUST00206,2024-04-06 17:33:43,Online Purchase,Utilities,85.86,4536.17,4450.31,Yes,POS Terminal,Pakistan,18.2,48,Male,25,0,0,46-55,17,1,0,0.01892786205102535,0.018927862051025424,0,128.47
TXN000407,CUST00170,2024-04-06 21:12:09,Bank Transfer,Entertainment,98.51,9958.89,9860.38,,POS Terminal,Canada,0.9,30,Male,110,0,0,26-35,21,1,0,0.00989166463330755,0.009891664633307528,0,166.95
TXN000408,CUST00660,2024-04-07 05:31:40,POS Purchase,Travel,176.72,7706.23,7529.51,Yes,POS Terminal,Pakistan,23.3,82,Male,55,0,0,66+,5,1,1,0.022932095200895813,0.0229320952008959,25,483.02
TXN000409,CUST00550,2024-04-07 06:51:52,Online Purchase,Fashion & Apparel,33.16,5755.6,5722.44,Yes,Web Browser,Germany,28.3,44,Female,131,0,0,36-45,6,1,0,0.005761345472235868,0.005761345472235735,0,144.15
TXN000410,CUST01122,2024-04-07 11:52:01,POS Purchase,Travel,113.56,11142.28,11028.72,Yes,Web Browser,Pakistan,2.3,55,Female,11,0,0,46-55,11,1,0,0.010191809934771097,0.01019180993477098,0,483.02
TXN000411,CUST00356,2024-04-07 14:58:01,ATM Withdrawal,Entertainment,93.82,8331.24,8237.42,Yes,Web Browser,Pakistan,11.3,37,Female,56,0,0,36-45,14,1,0,0.01126122882067972,0.011261228820679755,0,166.95
TXN000412,CUST00896,2024-04-08 10:59:47,POS Purchase,Utilities,379.16,3028.82,3394.82,Yes,Web Browser,Canada,16.2,69,Male,45,0,0,66+,10,0,0,-0.12083913867446727,0.12518406508145086,0,128.47
TXN000413,CUST00900,2024-04-08 11:56:37,Online Purchase,Electronics,193.98,1634.33,1440.35,No,POS Terminal,United Kingdom,1.8,20,Male,39,0,0,18-25,11,0,0,0.11869083967130263,0.11869083967130262,0,132.66
TXN000414,CUST01102,2024-04-09 05:54:58,Bank Transfer,Healthcare,72.37,4366.31,4293.94,,Mobile App,United States,4.0,40,Female,5,0,0,36-45,5,0,1,0.01657463624891517,0.016574636248914986,25,103.71
TXN000415,CUST00514,2024-04-09 14:21:57,Bank Transfer,Restaurants,148.67,4589.57,4440.9,,POS Terminal,United Kingdom,7.9,52,Female,16,0,0,46-55,14,0,0,0.03239301285305597,0.03239301285305595,0,139.48
TXN000416,CUST00470,2024-04-09 17:12:47,Bill Payment,Groceries,48.18,3057.57,3009.39,,Web Browser,United Kingdom,5.3,62,Male,121,0,0,56-65,17,0,0,0.015757611436533026,0.015757611436532933,0,130.62
TXN000417,CUST00528,2024-04-09 22:47:26,Online Purchase,Home Improvement,81.16,731.3,650.14,Yes,Mobile App,United Kingdom,19.8,23,Female,124,0,0,18-25,22,0,0,0.11098044578148498,0.11098044578148503,0,202.64
TXN000418,CUST00045,2024-04-09 23:04:40,Online Purchase,Entertainment,41.51,4436.57,4395.06,Yes,Mobile App,India,2.6,59,Male,155,0,0,56-65,23,0,0,0.00935632707249053,0.009356327072490685,0,166.95
TXN000419,CUST00184,2024-04-10 15:31:37,POS Purchase,Online Services,122.75,8740.93,8618.18,Yes,Web Browser,Germany,30.3,47,Male,174,0,0,46-55,15,0,0,0.014043128133962862,0.014043128133962862,0,146.23
TXN000420,CUST01105,2024-04-10 15:36:16,Bill Payment,Online Services,106.12,1138.67,1032.55,,Web Browser,Canada,4.1,32,Other,47,0,0,26-35,15,0,0,0.09319644848814855,0.09319644848814845,0,146.23
TXN000421,CUST00026,2024-04-10 18:01:16,Online Purchase,Groceries,133.67,816.88,683.21,No,Web Browser,Canada,4.0,35,Male,38,0,0,26-35,18,0,0,0.16363480560180194,0.16363480560180196,0,130.62
TXN000422,CUST01361,2024-04-10 19:08:26,Online Purchase,Fuel,264.99,5878.63,5613.64,No,Mobile App,United States,30.2,46,Female,141,0,0,46-55,19,0,0,0.04507682912515327,0.04507682912515331,0,147.4
TXN000423,CUST00660,2024-04-10 19:36:49,POS Purchase,Electronics,30.91,3576.81,3545.9,No,Mobile App,Germany,24.6,24,Female,138,0,0,18-25,19,0,0,0.008641778568053616,0.008641778568053657,30,132.66
TXN000424,CUST00678,2024-04-10 20:55:12,Online Purchase,Utilities,150.52,5167.97,5017.45,Yes,Mobile App,Canada,3.6,59,Female,10,0,0,56-65,20,0,0,0.02912555606940451,0.029125556069404427,0,128.47
TXN000425,CUST00234,2024-04-11 08:46:04,ATM Withdrawal,Fuel,100.82,6447.61,6346.79,No,POS Terminal,Pakistan,2.5,53,Male,180,0,0,46-55,8,0,0,0.01563680185371009,0.015636801853710133,30,147.4
TXN000426,CUST00094,2024-04-11 12:46:14,Online Purchase,Fuel,171.62,1920.63,1749.01,Yes,Mobile App,United Kingdom,18.4,79,Female,29,0,0,66+,12,0,0,0.08935609669743788,0.08935609669743781,0,147.4
TXN000427,CUST01483,2024-04-11 14:28:42,Bank Transfer,Groceries,71.31,1614.11,1542.8,,Mobile App,United States,33.7,60,Female,158,0,0,56-65,14,0,0,0.04417914516358857,0.044179145163588604,0,130.62
TXN000428,CUST01038,2024-04-11 15:59:44,Online Purchase,Healthcare,64.33,1143.71,1079.38,Yes,Mobile App,UAE,2.8,47,Female,147,0,0,46-55,15,0,0,0.056246775843526706,0.05624677584352677,0,103.71
TXN000429,CUST01162,2024-04-11 20:50:03,POS Purchase,Groceries,177.77,17652.13,17474.36,No,Mobile App,United Kingdom,13.2,62,Female,175,0,0,56-65,20,0,0,0.010070739338538772,0.010070739338538748,30,130.62
TXN000430,CUST00001,2024-04-11 21:31:05,Online Purchase,Entertainment,61.12,3835.43,4005.43,No,POS Terminal,Canada,2.2,75,Female,89,0,0,66+,21,0,0,-0.04432358301416008,0.015935631728385084,0,166.95
TXN000431,CUST01620,2024-04-12 01:25:29,Online Purchase,Entertainment,153.54,8762.1,8608.56,Yes,POS Terminal,United States,28.0,80,Female,35,0,0,66+,1,0,1,0.017523196493991266,0.017523196493991165,25,166.95
TXN000432,CUST00011,2024-04-12 15:09:54,POS Purchase,Jewelry & Luxury,216.88,1548.08,1331.2,No,Web Browser,Germany,55.4,61,Female,73,0,1,56-65,15,0,0,0.14009611906361422,0.1400961190636143,30,145.81
TXN000433,CUST00206,2024-04-12 19:06:43,ATM Withdrawal,Fuel,115.03,15110.99,14995.96,Yes,Mobile App,Pakistan,25.8,37,Male,52,0,0,36-45,19,0,0,0.007612340422434312,0.0076123404224342685,0,147.4
TXN000434,CUST01051,2024-04-12 19:09:27,POS Purchase,Restaurants,105.13,2709.5,2604.37,No,Mobile App,Pakistan,21.1,41,Female,102,1,0,36-45,19,0,0,0.038800516700498285,0.03880051670049824,45,139.48
TXN000435,CUST00172,2024-04-12 20:12:31,POS Purchase,Online Services,81.53,3269.22,3187.69,No,Web Browser,Canada,7.6,20,Male,67,0,0,18-25,20,0,0,0.024938670386208256,0.024938670386208332,30,146.23
TXN000436,CUST00181,2024-04-13 08:40:09,Online Purchase,Groceries,581.71,8890.72,8309.01,Yes,Mobile App,United States,11.4,70,Male,102,0,0,66+,8,1,0,0.06542889664729057,0.06542889664729067,0,130.62
TXN000437,CUST00912,2024-04-13 10:04:52,POS Purchase,Groceries,69.7,1624.04,1801.04,Yes,ATM Machine,Germany,6.8,83,Male,19,0,0,66+,10,1,0,-0.10898746336297135,0.04291766212654861,0,130.62
TXN000438,CUST01097,2024-04-13 14:24:38,Online Purchase,Fuel,50.14,7020.83,7346.83,Yes,Mobile App,Pakistan,1.2,31,Male,143,0,0,26-35,14,1,0,-0.046433256466828,0.0071416057645606,0,147.4
TXN000439,CUST01153,2024-04-13 19:52:34,POS Purchase,Fuel,125.78,1725.27,1599.49,Yes,POS Terminal,Canada,1.4,23,Male,44,0,0,18-25,19,1,0,0.07290453088502089,0.0729045308850209,0,147.4
TXN000440,CUST00461,2024-04-14 14:53:03,Wire Transfer,Fuel,62.08,2170.25,2108.17,,Web Browser,Pakistan,9.1,28,Female,75,0,0,26-35,14,1,0,0.028604999424029456,0.028604999424029488,0,147.4
TXN000441,CUST00829,2024-04-14 15:46:52,Online Purchase,Restaurants,218.09,4681.45,4463.36,Yes,ATM Machine,United Kingdom,20.5,84,Female,115,0,0,66+,15,1,0,0.0465859936558118,0.04658599365581177,0,139.48
TXN000442,CUST00807,2024-04-14 15:48:01,Bank Transfer,Groceries,362.79,19960.68,19597.89,,Mobile App,Australia,38.0,71,Female,70,0,0,66+,15,1,0,0.01817523250710902,0.018175232507108976,0,130.62
TXN000443,CUST01503,2024-04-14 20:23:10,POS Purchase,Jewelry & Luxury,114.22,24944.61,24830.39,No,ATM Machine,United Kingdom,9.1,62,Female,84,0,0,56-65,20,1,0,0.004578945110787507,0.004578945110787461,30,145.81
TXN000444,CUST01345,2024-04-14 22:27:30,Bill Payment,Home Improvement,105.5,35585.44,35479.94,,POS Terminal,United States,18.3,39,Female,42,0,0,36-45,22,1,0,0.0029646956732866025,0.0029646956732866025,0,202.64
TXN000445,CUST01529,2024-04-15 05:36:17,POS Purchase,Home Improvement,147.02,1899.98,2111.98,Yes,Mobile App,United States,7.8,49,Male,61,0,0,46-55,5,0,1,-0.11158012189601996,0.07737976189223045,25,202.64
TXN000446,CUST01017,2024-04-15 09:11:04,Bill Payment,Groceries,16.75,1344.99,1328.24,,Web Browser,United States,19.6,26,Male,133,0,0,26-35,9,0,0,0.012453624190514427,0.012453624190514427,0,130.62
TXN000447,CUST00911,2024-04-15 09:16:27,Wire Transfer,Groceries,157.89,11152.27,10994.38,,Mobile App,Canada,4.9,37,Male,74,0,0,36-45,9,0,0,0.014157655795636334,0.014157655795636223,0,130.62
TXN000448,CUST00478,2024-04-15 14:29:46,Bill Payment,Groceries,26.74,9713.47,9686.73,,POS Terminal,UAE,1.6,57,Male,49,0,0,56-65,14,0,0,0.0027528782196269493,0.002752878219626972,0,130.62
TXN000449,CUST00894,2024-04-16 10:09:09,Online Purchase,Online Services,306.67,2018.03,2056.03,No,POS Terminal,UAE,1.0,76,Female,154,0,0,66+,10,0,0,-0.01883024533827556,0.15196503520760346,0,146.23
TXN000450,CUST00665,2024-04-16 14:23:42,Bill Payment,Groceries,30.77,1519.51,1488.74,,ATM Machine,Pakistan,27.3,84,Female,143,0,0,66+,14,0,0,0.020249948996716036,0.020249948996716047,0,130.62
TXN000451,CUST00819,2024-04-16 17:52:52,POS Purchase,Electronics,44.94,2655.47,2610.53,Yes,Mobile App,United Kingdom,0.1,82,Male,17,0,0,66+,17,0,0,0.01692355778826332,0.01692355778826347,0,132.66
TXN000452,CUST00792,2024-04-16 20:10:43,Bank Transfer,Electronics,160.02,2282.65,2122.63,,Web Browser,United States,15.0,50,Male,160,0,0,46-55,20,0,0,0.07010273147438284,0.07010273147438284,0,132.66
TXN000453,CUST01120,2024-04-16 20:14:47,Bank Transfer,Travel,191.31,338.71,147.4,,Mobile App,United Kingdom,9.2,25,Female,74,0,0,18-25,20,0,0,0.5648194620767027,0.5648194620767029,10,483.02
TXN000454,CUST00114,2024-04-17 06:48:28,POS Purchase,Electronics,12.09,13711.19,13699.1,Yes,ATM Machine,United Kingdom,10.3,54,Male,18,0,0,46-55,6,0,0,0.000881761539297475,0.0008817615392974643,0,132.66
TXN000455,CUST01690,2024-04-17 08:56:41,Bill Payment,Online Services,94.06,1130.22,1036.16,,Mobile App,United Kingdom,1.2,25,Male,108,0,0,18-25,8,0,0,0.08322273539664839,0.08322273539664844,0,146.23
TXN000456,CUST01728,2024-04-17 10:31:46,ATM Withdrawal,Utilities,202.75,11776.18,11573.43,Yes,Web Browser,Pakistan,12.1,47,Male,133,0,0,46-55,10,0,0,0.017216958300569456,0.017216958300569456,0,128.47
TXN000457,CUST00618,2024-04-17 12:22:02,Online Purchase,Groceries,29.74,7466.49,7436.75,No,POS Terminal,Canada,8.1,38,Female,57,0,0,36-45,12,0,0,0.003983129957985584,0.003983129957985613,0,130.62
TXN000458,CUST01378,2024-04-17 16:22:36,Bank Transfer,Groceries,126.02,2548.63,2422.61,,Mobile App,Germany,0.5,40,Male,125,0,0,36-45,16,0,0,0.04944617304198726,0.04944617304198726,0,130.62
TXN000459,CUST00412,2024-04-18 12:19:10,POS Purchase,Electronics,16.44,5351.59,5335.15,No,Web Browser,UAE,5.2,70,Female,67,0,0,66+,12,0,0,0.0030719842140374187,0.0030719842140373237,30,132.66
TXN000460,CUST00749,2024-04-18 12:52:57,POS Purchase,Groceries,54.29,5151.8,5097.51,No,Web Browser,Pakistan,15.7,56,Male,133,0,0,56-65,12,0,0,0.010538064365852704,0.01053806436585271,30,130.62
